horizon,algorithm_gain,offline_gain,theta_regret,regret_per_round
1024,425.400000000002,614.4,-23.700000000003115,-0.023144531250003042
4096,1596.8999999999614,2457.6,62.25000000005775,0.0151977539062641
16384,6261.300000000573,9830.4,438.44999999914035,0.02676086425776003
65536,24772.1999999907,39321.6,2163.300000013951,0.033009338379119124
